company_addr,company_name,company_size,company_type,education,experience,is_listed,job_name,monthly_salary
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,资深算法专员/专家-机器学习方向,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,资深Android开发工程师,30k-55k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,高级Java架构,30k-60k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,蚂蚁金服财富平台智能投顾JAVA工程师/专家,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,硬件系统架构师,20k-38k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,DHR售前专家（共享服务方向）,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,DHR售前专家（人才管理方向）,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,人机交互研究员,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,系统架构师,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,系统软件开发工程师,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,图像处理工程师,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,大数据开发工程师,20k-40k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,容器工程师,20k-35k
北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,分类信息,本科,3-5年,D轮及以上,云前端架构师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,安卓开发工程师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,安卓系统开发,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,架构师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,平台架构师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,远程医疗应用工程师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,算法研究员,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级Android研发工程师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,算法工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,前端（高级）研发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级java开发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级测试开发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,iOS Leader,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,数据平台负责人,40k-80k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级android开发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,iOS高级开发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,后台开发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,服务端技术负责人,40k-80k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级Java开发工程师,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,资深java开发工程师-BJ,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,中高级java开发,25k-50k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,算法工程师,40k-60k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,Android开发,20k-35k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,NLP算法工程师,20k-35k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,算法工程师,25k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,图像处理研究员,25k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,大数据开发工程师,25k-35k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,前端经理,30k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,Android高级工程师,25k-35k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级GO工程师,20k-40k
北京 大兴区 亦庄,BOE,10000人以上,计算机软件,本科,5-10年,已上市,高级JAVA工程师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,Windows开发工程师,23k-46k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,数据算法工程师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,高级数据挖掘工程师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,架构师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,高级PHP工程师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,微服务产品架构师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,OpenResty研发工程师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,Golang中间件产品研发工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,微服务框架研发工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,k8s研发工程师,25k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,微服务研发工程师,25k-45k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,Kubernetes工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,服务网格研发工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,中间件产品研发工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,广告算法工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,iOS,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,Web应用/H5App 前端研发工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,服务端测试开发工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,移动端测试开发工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,服务端测试开发工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,服务端测试开发工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,高级测试开发工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,客户端测试工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,客户端测试工程师,20k-40k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,移动端高级测试工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,移动端测试开发工程师,30k-60k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,Java,20k-35k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,自然语言处理,30k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,NLP算法工程师,35k-50k
北京 海淀区 清河,小米,10000人以上,互联网,硕士,5-10年,已上市,机器学习,25k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,客户端开发,23k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Java,25k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,机器学习,20k-30k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,自动驾驶数据平台大数据后台开发工程师,20k-30k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,web前端,20k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,推荐算法,20k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,高级Java开发工程师/架构师,30k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,前端专家,25k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Java专家／高级专家／架构师,25k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Android,25k-35k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Java,25k-35k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,iOS,25k-35k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,高级Java开发工程师,20k-30k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,中/高级前端开发工程师,20k-30k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,C++ 中/高级开发工程师,20k-35k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Golang高级研发工程师 golang技术专家,25k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Java高级研发工程师 技术专家 架构师,25k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,资深算法工程师/专家-国际事业群,25k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,算法专家/高级算法专家-国际事业群,30k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,服务端开发工程师,20k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,服务端（高级）研发工程师,20k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,web前端,20k-40k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,ios开发工程师,25k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Android开发工程师,25k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Web前端研发工程师,20k-35k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Html 5 游戏开发,20k-35k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,高级研发工程师,50k-80k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,自动化测试,30k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Java和大数据研发岗,25k-50k
北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,互联网,本科,1-3年,C轮,Java高级工程师（望京）,30k-60k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Java,30k-60k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,JAVA开发工程师,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,java开发工程师,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,前端开发工程师,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,大数据开发工程师,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,机器学习算法工程师,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,医疗行业项目经理,20k-25k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Web前端高级工程师（react方向）,25k-30k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,iOS高级开发工程师,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,iOS开发工程师,20k-30k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Android开发工程师,20k-35k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Android开发高级工程师,26k-45k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,云平台研发工程师,30k-60k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,运维架构师,25k-50k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Android,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,GIS架构师,30k-60k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,知识图谱问答研发工程师,25k-50k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,算法专家,25k-50k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,资深前端工程师/架构师,25k-50k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Peoplesoft Java Dev,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,首席开发工程师,25k-50k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,DBA,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Principal Network Engineer-CCIE,250k-260k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,首席系统工程师,25k-50k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Principal Enterprise Manager Analyst,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,IT技术支持,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Senior Applications Developer,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,存储技术支持工程师,250k-260k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,首席Java工程师-WebRTC,20k-40k
北京 朝阳区 望京,阿里巴巴集团,10000人以上,互联网,硕士,3-5年,不需要融资,Cloud Ops Infra Security Analyst,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Consulting Project Technical Manager,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,SaaS Senior Application Engineer,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,EBS System Analyst,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,IDM测试工程师,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,运维工程师,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,ERP财务功能测试顾问,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,iSaaS首席开发工程师,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Peoplesoft Applications Dev,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Cloud Ops Security Analyst,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,数据库售前顾问,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Cloud API Development Engineer,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,韩语技术支持工程师,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Manager-Development Operations,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Senior Test Development Engineer,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,自动化测试开发工程师,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Weblogic Test Developer,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,存储韩语技术支持,250k-260k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,首席Java工程师,25k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Android系统开发工程师,23k-45k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Android驱动工程师,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,机器学习/高性能服务端工程师,25k-50k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,算法工程师,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,服务端研发工程师,25k-50k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Android研发工程师,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,资深前端开发工程师,25k-50k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,测试开发工程师（移动端服务端）,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,嵌入式开发工程师,20k-40k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,Java开发经理,30k-50k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,数据架构专家工程师,30k-60k
北京 朝阳区 朝外,甲骨文中国,10000人以上,计算机软件,本科,10年以上,已上市,数据后台资深工程师,30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,数据开发资深工程师,30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,语音识别资深研究员,40k-70k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,深度学习开发工程师,20k-40k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,无线测试工程师,20k-40k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,前端,30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,Java,25k-40k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,Java开发工程师,25k-45k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,Java高级开发工程师,20k-40k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,数据分析师,25k-40k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,高级Java工程师,25k-40k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,推荐算法工程师,25k-50k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,PHP架构师,30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,FE前端架构师,30k-31k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,AI研究主管,30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,高级JAVA开发工程师/专家,40k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,前端高级研发工程师,30k-45k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,Java专家/架构师,30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,大数据分析工程师(企业应用平台方向),30k-60k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,Java后端工程师,25k-50k
北京 海淀区 西北旺,滴滴出行,10000人以上,移动互联网,本科,3-5年,D轮及以上,Web前端专家,25k-50k
